Address,Latitude,Longitude
"Centennial Hills Shopping Center,7901 W. Tropical Parkway,Suite 130,Las Vegas, NV 89149-4550,US",36.2705824,-115.2673437
"2260 Gunbarrel Road,Suite 205,Chattanooga, TN 37421-2673,US",35.0370727,-85.15123799999999
"Gosford Rd and Stockdale Hwy,200 Coffee Road,A-101,Bakersfield, CA 93309-1217,US",35.3560165,-119.0916783
"Village on Whitesburg,4800 Whitesburg Drive,Suite 20,Huntsville, AL 35802-1600,US",34.69369,-86.57011
"66 Branch Avenue,Providence, RI 02904-2737,US",41.84354829999999,-71.4092491
"1303 S. 72nd Street,Suite 109,Omaha, NE 68124-1605,US",41.2464,-96.023077
"6815 S. Emerson Ave.,Suite F,Indianapolis, IN 46237-3362,US",39.6682,-86.0818401
"10180 Lakeridge Pkwy,Suite 105,Ashland, VA 23005-8180,US",37.6855672,-77.456272
"203 N. 180th Street,Suite 102 ,Omaha, NE 68118-3565,US",41.25888,-96.19555
"Worley Street,2001 West Worley Street,Suite 100,Columbia, MO 65203-5003,US",38.9626259,-92.370036
"1670 E. Nine Mile Road,Suite B,Pensacola, FL 32514-5726,US",30.5331275,-87.2278918
"1785 Melody Ln,Greenfield, IN 46140-1192,US",39.8101008,-85.76716499999999
"Hartsfield-Jackson Atlanta Airport,Terminal C,Atlanta, GA 30324-7400,US",33.748752,-84.38768449999999
"6467 East Pacific Coast Highway,Suite E-1B,Long Beach, CA 90803-4251,US",33.7581122,-118.1079683
"Duraleigh Center,5910-119 Duraleigh Rd.,Raleigh, NC 27612-2581,US",35.860292,-78.712835
"6060 San Mateo Blvd NE,Albuquerque, NM 87109-3451,US",35.1443707,-106.5858695
"272 Robert Smalls Pkwy,Suite 340,Beaufort, SC 29906-3705,US",32.4273173,-80.7257394
"1378 N. Meridian Road,Suite 120,Kuna, ID 83634-1687,US",43.5007384,-116.393155
"27800 Juban Road,Suite 2,Denham Springs, LA 70726,US",30.4691684,-90.9177922
"4316 Veterans Memorial Boulevard,Metairie, LA 70006-5439,US",30.00396709999999,-90.1801048
"13700 East Colfax Avenue,Suite H,Aurora, CO 80011-6738,US",39.7393606,-104.8279892
"River Hills Shops,104A River Hills Road,Asheville, NC 28805-2545,US",35.573033,-82.52125
"Just North of Flamingo Rd,3900 Paradise Road,Ste. K,Las Vegas, NV 89169-0929,US",36.11856179999999,-115.1537757
"Village on the Park,2456 S Parker Rd,Suite B,Aurora, CO 80247-4378,US",39.6731131,-104.8676023
"959 South Main Street,Suite B,Cheshire, CT 06410-3418,US",41.4791499,-72.9069748
"5005 S. Cooper Street,Suite 171,Arlington, TX 76017-8600,US",32.6637869,-97.1333231
"69 Market Street,Unit 2,Williston, VT 05495-8155,US",44.44836979999999,-73.107287
"2111 Missouri Blvd.,Suite A,Jefferson City, MO 65109-4773,US",38.5808415,-92.2063479
"Pacific Place Center,10035 SW Nimbus Ave,Beaverton, OR 97008-7177,US",45.4473414,-122.7907188
"106 Frances Ln,Suite D,Beaver Dam, WI 53916-1167,US",43.4871432,-88.81241779999999
"945 W. Clairemont Avenue,Eau Claire, WI 54701-6103,US",44.79289989999999,-91.5127868
"2524 Bridge Ave,Albert Lea, MN 56007-2097,US",43.68160109999999,-93.35878629999999
"17273 Chesterfield Airport Rd,Chesterfield, MO 63005-1423,US",38.668891,-90.598396
"3571 S. Tower Rd.,Unit E,Aurora, CO 80013-5704,US",39.6517575,-104.773136
"1430 Volunteer Parkway,South Gate, Suite 9,Bristol, TN 37620-6062,US",36.559621,-82.214079
"2621 Coors Blvd. NW,Suite A,Albuquerque, NM 87120-1729,US",35.1132902,-106.7032856
"637 Canton Rd,Akron, OH 44312-2529,US",41.0463937,-81.4368368
"32 East Street,Camden, DE 19934,US",39.1067221,-75.54129370000001
"3316 SW I St.,Bentonville, AR 72712-2356,US",36.3374094,-94.2228834
"Sienna,8840 Hwy. 6,Suite 100,Missouri City, TX 77459-7101,US",29.5390906,-95.5373319
"160 E Joyce Blvd,Suite 101,Fayetteville, AR 72703-6080,US",36.1254694,-94.1545287
"1775 N Verrado Way,Suite 101,Buckeye, AZ 85396,US",33.4680791,-112.5036027
"Hillside Crossings,854 E Hillside Dr,Broken Arrow, OK 74012-2307,US",36.0673237,-95.78038339999999
"172 Bath Road,Brunswick, ME 04011-2610,US",43.9069205,-69.9184619
"2340 W. Indian Trail Rd.,Aurora, IL 60506-1570,US",41.7805233,-88.3728173
"559 S. 8th Street ,Colorado Springs, CO 80905-1807,US",38.8265775,-104.840058
"Miracle Mile ,6361 Wilshire Blvd ,Between San Vicente Blvd and Crescent Heights Blvd,Los Angeles, CA 90048-5001,US",34.0638789,-118.3673004
"Rhode Island Row,2300 Washington Pl. N.E.,Ste. 125,Washington DC, DC 20018-1054,US",38.9212517,-76.9947548
"Riverdale Village,3473 River Rapids Dr.,Coon Rapids, MN 55448-4102,US",45.2026281,-93.3538547
"940 NW Blue Parkway ,101 Lee's Summit,Lee's Summit, MO 64086-6074,US",38.931218,-94.40109
"2020 Howell Mill Road,Suite C,Atlanta, GA 30318-1732,US",33.8102082,-84.4138406
"12676 Dorsett Rd,Suite A,Maryland Heights, MO 63043-2130,US",38.71387989999999,-90.45680329999999
"1206-10 Western Avenue,Albany, NY 12203,US",42.6774343,-73.8269962
"55 Marietta Street NW,Suite 150,Atlanta, GA 30303-2824,US",33.755909,-84.391289
"2948 Kirk Road,Suite 102,Aurora, IL 60502-6010,US",41.8148672,-88.2804742
"2941 Main Street,Unit B,Glastonbury, CT 06033-1028,US",41.723593,-72.6153917
"Westlake  - Off Walsh Tarrelton ,3300 Bee Caves Road,Suite 730,Austin, TX 78746-7073,US",30.2743923,-97.79931599999999
"71808 Baker Blvd.,Baker, CA 92309-9230,US",35.2627335,-116.0802213
"15018 S.Black Bob Rd.,Olathe, KS 66062-2663,US",38.8563207,-94.76157459999999
"1435 West Lake Street,Unit B,Addison, IL 60101-1870,US",41.9463569,-88.023277
"221 North Peters Avenue,Fond du Lac, WI 54935-2225,US",43.7846324,-88.4724044
"503 W. Highway 30,Suite C,Gonzales, LA 70737-4811,US",30.2102074,-90.924489
"2565 Waukegan Road,Unit 132,Bannockburn, IL 60015-1569,US",42.1987695,-87.85852419999999
"537 Lincoln Way,Ames, IA 50010,US",42.0232205,-93.6188056
"3821B Promenade Pkwy,D'Iberville, MS 39540-5375,US",30.4562226,-88.9007008
"Point Fosdick Square Shopping Center,4819 Point Fosdick Drive NW,Gig Harbor, WA 98335-1787,US",47.3028153,-122.5773954
"4989 Factory Shops Blvd,Unit A-230,Castle Rock, CO 80108-3345,US",39.4106865,-104.8731456
"2070 N. State Route 50,Suite 600,Bradley, IL 60914-4890,US",41.188596,-87.849977
"2085 Route 88,Brick, NJ 08724-3270,US",40.07552219999999,-74.1048546
"1675 W Smith Valley Rd,Suite A-3,Greenwood, IN 46142-1593,US",39.6046426,-86.15647829999999
"660 SW 19th Street,Moore, OK 73160-5405,US",35.3191435,-97.4977143
"340 New Castle Rd,Suite 2,Butler, PA 16001-2440,US",40.8764822,-79.9459825
"4801 Bauer Farm Dr,Lawrence, KS 66049-9088,US",38.971869,-95.3052271
"1000 Kamehameha Hwy.,Suite A,Pearl City, HI 96782-2881,US",21.3964056,-157.9769478
"Across from Target,7037 N. Aurora Road,Aurora, OH 44202,US",41.3564672,-81.3902263
"10570 Pines Blvd,Suite A-101,Pembroke Pines, FL 33026-6056,US",26.0071191,-80.286878
"55 Dodge Street,Suite A208,Beverly, MA 01915-1705,US",42.5759523,-70.89066389999999
"42448 Ford Road,Canton, MI 48187-3337,US",42.3232762,-83.4591659
"1660 Main Street,Los Lunas, NM 87031-4884,US",34.8146112,-106.7535274
"228 Washington Street,Attleboro, MA 02703-5561,US",41.9242758,-71.3558092
"27351 23 Mile Rd.,Chesterfield, MI 48051-2045,US",42.6752789,-82.834926
"2916 B Fort Campbell Blvd, ,Hopkinsville, KY 42240-4902,US",36.83865249999999,-87.4787549
"28662 Dupont Blvd.,Suite 3,Millsboro, DE 19966-4794,US",38.5752175,-75.28701889999999
"571 Worcester Road,Unit D9,Framingham, MA 01701-5312,US",42.2985824,-71.4198668
"4117 Merle Hay Rd,Des Moines, IA 50310-1316,US",41.6355296,-93.697212
"2301 West Pleasant Grove Road,Suite 105,Rogers, AR 72758-7034,US",36.283599,-94.14848099999999
"6408 W. Jefferson Blvd.,Fort Wayne, IN 46804-6204,US",41.0563423,-85.225139
"1264 State Route 125,Suite 200,Amelia, OH 45102-2497,US",39.0462173,-84.2435958
"3340 North Eagle Road,Suite 101,Meridian, ID 83646-7789,US",43.6349264,-116.3535045
"9100 Alaking Court,Suite 110,Capitol Heights, MD 20743-5071,US",38.87046,-76.84953999999999
"906 E North Avenue,Belton, MO 64012-2199,US",38.8145039,-94.51887819999999
"Cordova Commons,1620 Airport Blvd,Suite 100A,Pensacola, FL 32504-8632,US",30.4810811,-87.2083227
"8100 Transit Rd,Suite 300,Amherst, NY 14221-4200,US",42.9888356,-78.6973865
"505 E. Plank Road,Altoona, PA 16602,US",40.4788479,-78.4028412
"1401 Douglas Ave.,North Providence, RI 02904-4058,US",41.8638066,-71.45306860000001
"171 McHenry Rd.,Buffalo Grove, IL 60089-1796,US",42.1563254,-87.9587694
"2 Bridge Approach Street,Bourne, MA 02532-5679,US",41.7454977,-70.58598669999999
"1885 12th Ave NW,Ardmore, OK 73401-1346,US",34.18793780000001,-97.1515364
"5324 Wadsworth Blvd.,Suite F,Arvada, CO 80002-3713,US",39.7941274,-105.0803102
"Brookfield Plaza ,2121 SW Wanamaker Rd,Suite 115,Topeka, KS 66614-5214,US",39.0284957,-95.7629547
"8797 Branch Avenue,Clinton, MD 20735-2630,US",38.7683877,-76.88971719999999
"5240 Edgewood Rd NE,Suite 600,Cedar Rapids, IA 52411-6601,US",42.0314872,-91.7007884
"24830 William P. Rosso Highway,Clinton Township, MI 48036,US",42.6293662,-82.8569845
"9974 East Grand River Ave.,Brighton, MI 48116-1924,US",42.5210651,-83.7607306
"1004-D Bunker Hill Road,Middletown, DE 19709-4702,US",39.4485323,-75.7305284
"2756 Sunrise Hwy,Bellmore, NY 11710-3639,US",40.6685123,-73.52492509999999
"20175 Eva Street,Suite F,Montgomery, TX 77356-2285,US",30.3872928,-95.6801871
"7 Bayshore Plaza,Atlantic Highlands, NJ 07716-1109,US",40.4078864,-74.034306
"10321 W. McDowell Rd.,Avondale, AZ 85392-3408,US",33.4640936,-112.2829698
"80 Morristown Road,Bernardsville, NJ 07924-2313,US",40.7204006,-74.5636559
"11875 Willow Creek Drive,Auburn, CA 95603-2525,US",38.9387516,-121.0966644
"12850 Alpharetta Highway,Suite 1000,Alpharetta, GA 30004-4246,US",34.095986,-84.278577
"602 Mantoloking Road,Brick, NJ 08723-5572,US",40.0464449,-74.1103694
"Centre Square Commons,960 Dekalb Pike,Suite210,Blue Bell, PA 19422-1810,US",40.1657838,-75.2906582
"9411 Coors Blvd.,Albuquerque, NM 87114-4007,US",35.18719,-106.6625513
"1221 Honoapiilani Highway,Suite B1,Lahaina, HI 96761-1730,US",20.8859537,-156.6836355
"1970 South Columbia Road,Suite 106,Grand Forks, ND 58201-5814,US",47.9014008,-97.06744359999999
"10117 SE Sunnyside Rd,Suite E,Clackamas, OR 97015-7708,US",45.4340144,-122.5607444
"1975 Magwood Drive,Charleston, SC 29414-5723,US",32.8133729,-80.0420582
"360 N Rogers Wells Blvd,Glasgow, KY 42141-1300,US",37.0048467,-85.926289
"163 Cheney Drive West,Suite D,Twin Falls, ID 83301-4273,US",42.5880351,-114.4812056
"39 Hazard Ave,Enfield, CT 06082-3743,US",41.9903276,-72.5781083
"4930 State Highway 30,Amsterdam, NY 12010-7567,US",42.9646315,-74.1879915
"The Old Bakery Place,1281 Bonham Road,Suite 7A,Bristol, VA 24202-5980,US",36.6150199,-82.1245734
"1960 L Madison Street,Clarksville, TN 37043-8039,US",36.5129236,-87.2950115
"McCullers Crossing,7949 Fayetteville Road,McCullers Crossing,Raleigh, NC 27603-5631,US",35.6647,-78.6975602
"W3216 County KK,Suite 103,Appleton, WI 54915,US",44.2455449,-88.3530747
"14750 Cedar Avenue,Suite 120,Apple Valley, MN 55124-4506,US",44.7346435,-93.2169766
"111 E. Katella Avenue,Suite 30,Anaheim, CA 92802-3703,US",33.803795,-117.906249
"393 Crossroads Point Blvd.,Jerome, ID 83338-5417,US",42.6507483,-114.4455996
"1634 SE Blue Parkway ,Lee's Summit, MO 64063-3191,US",38.9038637,-94.34372739999999
"5045 South Gilbert Rd.,Suite B-100,Chandler, AZ 85249,US",33.233086,-111.78919
"795 Roosevelt Trail,Windham, ME 04062-5348,US",43.8502122,-70.44935029999999
"573 Baltimore Pike,Bel Air, MD 21014-4319,US",39.5269072,-76.35215769999999
"537 Main Street,East Greenwich, RI 02818-3645,US",41.6573049,-71.45338029999999
"143 Franklin Street,Unit 8,Westerly, RI 02891-3173,US",41.3576476,-71.8096015
"22822 Sussex Highway,Suite 18,Seaford, DE 19973-5862,US",38.66529269999999,-75.5954991
"Mt. Zion Crossing,310 Mt Zion Road,Suite 1,Florence, KY 41042-3294,US",38.9568339,-84.6268393
"149 N Mall Drive,Grand ChuteUS",44.2631793,-88.4706831
"3095 Talon Drive,Suite 200,Casper, WY 82604-3394,US",42.814843,-106.3640939
"Belterra Village,165 Hargraves Drive,Suite M400,Austin, TX 78737-4813,US",30.2063329,-97.97646619999999
"2416 N Ocoee St.,Cleveland, TN 37311-3854,US",35.1777491,-84.865161
"694  McCornack Road,Exchange Bldg. 694,Schofield Barracks, HI 96857,US",21.4967578,-158.0573923
"600 E. Ben White, Suite 350,corner of IH-35Fwy and Ben White,Austin, TX 78704-7991,US",30.2196761,-97.756228
"1001 Ocean Avenue,Belmar, NJ 07719-2350,US",40.1765286,-74.01385739999999
"1691 State Highway 46 West ,New Braunfels, TX 78132-2923,US",29.71575339999999,-98.1615544
"2310 Badger Drive,Hudson, WI 54016-4203,US",44.9613757,-92.7250134
"1850 Cherokee Ave. SW,Suite C,Cullman, AL 35055-7503,US",34.1522424,-86.84136099999999
"7175 East Broad Street,Blacklick, OH 43004-8411,US",39.9824259,-82.8100712
"3901 Warden Road,Suite C,North Little Rock, AR 72116-7304,US",34.7890146,-92.22739279999999
"15530 W. 64th Avenue,Arvada, CO 80007-6874,US",39.8105464,-105.1733213
"2020 South 320th Street,Suite 3,Federal Way, WA 98003-5495,US",47.316143,-122.307076
"7011 N. State Road 7,Parkland, FL 33073-4524,US",26.31857,-80.20325
"1121-105 Falls River Ave.,Raleigh, NC 27614-6733,US",35.9059166,-78.5898373
"1620 E. Craig Road,Suite101,Las Vegas, NV 89030-3376,US",36.2402379,-115.1236025
"1823B SW Railroad Avenue,Hammond, LA 70403-6151,US",30.48379,-90.4564683
"12520 Olive Blvd.,Creve Coeur, MO 63141,US",38.6750352,-90.4636226
"945 W. 78th St.,Suite 120,Chanhassen, MN 55317,US",44.8616422,-93.5453945
"1177 S Watson Rd.,Suite 104,Buckeye, AZ 85326-3465,US",33.4360389,-112.5557174
"50 Pershing Dr.,Derby, CT 06418-1433,US",41.331289,-73.084075
"Pines Village,16030 Pines Blvd.,Pembroke Pines, FL 33027-1169,US",26.0071339,-80.3622905
"320 West State Street,Suite D,Alliance, OH 44601-4770,US",40.9011327,-81.11096649999999
"1350 Greenwich Avenue,Warwick, RI 02886-4540,US",41.6999276,-71.4591563
"245 Retail Commons Parkway,C-16A,Martinsburg, WV 25403-6178,US",39.4394027,-77.9905489
"141 Portsmouth Avenue,Unit C,Exeter, NH 03833-2105,US",42.98928,-70.930756
"3489A Chamblee Tucker Road,Atlanta, GA 30341-4421,US",33.8847898,-84.25003269999999
"10520 S. Eastern Ave.,Henderson, NV 89052-3921,US",36.00047290000001,-115.1055811
"1250 Interquest Parkway,Colorado Springs, CO 80921-4183,US",38.9916517,-104.8063618
"1257 Upper Front Street,Binghamton, NY 13905,US",42.1569386,-75.8971676
"404 E Meighan Blvd.,Suite 200,Gadsden, AL 35903-1051,US",34.01007,-85.98828999999999
"10110 South 15th Street,Bellevue, NE 68123-4036,US",41.1592947,-95.93593489999999
"4010 S Arizona Ave,Ste 1,Chandler, AZ 85248-5800,US",33.246989,-111.8417207
"4848 Route 8,Unit 5 A,Allison Park, PA 15101-2362,US",40.60016239999999,-79.9465945
"2189 Black Rock Turnpike,Fairfield, CT 06825-3244,US",41.1813894,-73.25335299999999
"140 Hookele Street,Kahului, HI 96732-3553,US",20.8756768,-156.4551853
"2515 SE Tualatin Valley Hwy.,Hillsboro, OR 97123-7935,US",45.5049578,-122.955387
"3875 West Ashley Circle,Suite 410,Charleston, SC 29414,US",32.8258969,-80.08391689999999
"2615 S. King Street,Space No. 6,Honolulu, HI 96826-3257,US",21.2913301,-157.8212259
"6844 Race Track Road,Bowie, MD 20715-3011,US",38.9833306,-76.730507
"16151 W 87th Terrace,Lenexa, KS 66219-2765,US",38.9704662,-94.7731347
"Town Center of Mililani,95-1249 Meheula Parkway,Mililani, HI 96789-1779,US",21.4537402,-158.0069756
"3003 North Delta Hwy,Suite 304,Eugene, OR 97408-7104,US",44.0949004,-123.0969431
"Brentwood Place,12003 Wilshire Boulevard,Los Angeles, CA 90025-1201,US",34.0460653,-118.4654715
"7770 Bluebonnet Blvd,Suite D,Baton Rouge, LA 70810-1692,US",30.3801628,-91.0980232
"479 Stillwater Avenue,Bangor, ME 04401-3519,US",44.826142,-68.75545679999999
"1015 3rd Street,Nampa, ID 83651-3818,US",43.578107,-116.5634849
"Dixie Hwy. & S. Main Street,Suite B,Clarkston, MI 48346-2188,US",28.3546156,-82.1922699
"Brennan Station,8111 Creedmoor Rd.,Brennan Station,Raleigh, NC 27613-4389,US",35.8985703,-78.6826355
"19426 Cantrell Road,Suite 3,Little Rock, AR 72223,US",34.8119465,-92.48909909999999
"5510 West 13400 South,Unit B-2,Herriman, UT 84096-6919,US",40.5091428,-112.0222115
"214 Ward Circle,Suite 300, Lakeside Center,Brentwood, TN 37027-7563,US",36.03121000000001,-86.802641
"277 Sea Island Parkway,Suite 107,Beaufort, SC 29907-1691,US",32.4069633,-80.6341857
"2617 Sentinel Way,Suite 100,Melissa, TX 75454-2809,US",33.284291,-96.5637069
"1053 North Irish Road,Davison, MI 48423-2208,US",43.021091,-83.5563741
"325 S Arizona Avenue,Suite 3,Chandler, AZ 85225-7524,US",33.2983147,-111.8411053
"4908 S Louise Ave,Sioux Falls, SD 57106-2216,US",43.500739,-96.77043739999999
"718 Grand Central Ave.,Vienna, WV 26105-2144,US",39.3060441,-81.5502581
"1204 N Interstate Dr, Norman, OK 73072,Norman, OK 73069,US",35.2344971,-97.4864004
"905 South Point Road,Suite H,Belmont, NC 28012-9520,US",35.22455780000001,-81.0360446
"6985 Park Centre Drive,Cottonwood Heights, UT 84121-6648,US",40.62409,-111.8574081
"Boynton Shops,2260 Woolbright Rd.,Boynton Shops,Boynton Beach, FL 33426-6214,US",26.5127072,-80.0890448
"1624 S. Broadway Ave.,Suite120,Boise, ID 83706-3802,US",43.5923249,-116.1933035
"200 West Peace Street,Raleigh, NC 27603-1184,US",35.7886872,-78.6418685
"1067 Tiger Boulevard,Suite 40,Clemson, SC 29631-2924,US",34.69178,-82.8362516
"33130 US Hwy 19 N,Palm Harbor, FL 34684-3127,US",28.0730817,-82.73967669999999
"120 Tri City Road,Somersworth, NH 03878-1325,US",43.2283186,-70.8824073
"1120 Carlisle Road,Camp Hill, PA 17011-6202,US",40.2307504,-76.893273
"261 Atwood Ave,Cranston, RI 02920,US",41.7828051,-71.4722142
"4260 Long Beach Blvd,Long Beach, CA 90807-2004,US",33.8358518,-118.1888044
"4776 Cornell Road,Cornell Plaza,Blue Ash, OH 45241-2414,US",39.2714563,-84.37410369999999
"8680 W. Warm Springs Road ,Suite 115,Las Vegas, NV 89148-1826,US",36.056087,-115.281213
"Cambridge Square Shopping Center,2036 Johnson Ferry Road,Suite F,Atlanta, GA 30319-2500,US",33.8945638,-84.3305267
"Corner of Rainbow Blvd and Oakey Blvd,1770 S. Rainbow Blvd.,Suite 120,Las Vegas, NV 89146-0005,US",36.15223599999999,-115.2426339
"4201 West Green Oaks Blvd,Arlington, TX 76016-4454,US",32.6805186,-97.1955703
"301 E Ocean Blvd,Suite 155,Long Beach, CA 90802-8811,US",33.7679379,-118.1889636
"18165 Highway 18,Suite 3,Apple Valley, CA 92307-2201,US",34.540176,-117.26718
"50 N 1200 East,Suite 110,Lehi, UT 84043-9517,US",40.3889238,-111.8301926
"983 Beards Hill Road,Suite H,Aberdeen, MD 21001-1734,US",39.5250428,-76.1831965
"641 Farmington Ave,Bristol, CT 06010-3953,US",41.69124,-72.9220984
"1305 Veterans Parkway,Suite 200,Clarksville, IN 47129-7788,US",38.32933,-85.75993
"29660 Hwy 181,Daphne, AL 36526,US",30.6582314,-87.8513498
"383 West Army Trail Road,Suite 700,Bloomingdale, IL 60108-1480,US",41.93989860000001,-88.1139762
"1221 Chapin Road,Suite F,Chapin, SC 29036-7142,US",34.1659949,-81.351612
"5665 Atlanta Highway,Suite 105,Alpharetta, GA 30004-3932,US",34.1443535,-84.25000179999999
"420 Pinnacle Parkway,Bristol , TN 37620-8776,US",36.5922846,-82.2604092
"6400 Holly Avenue,Suite A,Albuquerque, NM 87113-2549,US",35.1755817,-106.5764536
"3323 US Highway 190,Mandeville, LA 70471-3141,US",30.3929476,-90.08382069999999
"741 W 23rd Street,Panama City, FL 32405-3924,US",30.1890692,-85.67199409999999
"2070 S Mckenzie Street,Foley, AL 36535-1751,US",30.3851318,-87.6840038
"12113 Manchester Rd,Des Peres, MO 63131-4310,US",38.6034172,-90.43769979999999
"6518 Goodman Road,Suite 110,Olive Branch, MS 38654-9809,US",34.962978,-89.8746185
"8235 E 96th Street,Indianapolis, IN 46256-1089,US",39.9256084,-86.02256039999999
"1175 Meridian Blvd.,Suite 110,Franklin, TN 37067-6349,US",35.949999,-86.807834
"525 Granville Square,Morgantown, WV 26501-1805,US",39.6397091,-79.9992953
"18598 Coastal Highway,Unit 2,Rehoboth Beach, DE 19971-6142,US",38.7363699,-75.1415634
"2345 Via Inspirada Parkway,Suite 120,Henderson, NV 89044-1849,US",35.9420466,-115.1323581
"4025C  Hempstead Turnpike,Suite 3,Bethpage, NY 11714-5602,US",40.725763,-73.48716399999999
"1211 North DuPont Hwy,Dover, DE 19901-2250,US",39.1893129,-75.539361
"270 Emily Drive,Clarksburg, WV 26301-5500,US",39.2751503,-80.28361249999999
"920 15th Street SW,Auburn, WA 98001-6588,US",47.2952993,-122.2404518
"Liberty Square Shopping Center,6 Liberty Plaza,Hurricane, WV 25526-8853,US",38.4577738,-81.9324654
"1019 Fording Island Road,Suite 105-G,Bluffton, SC 29910-7512,US",32.2571859,-80.8489147
"5001 O Street ,Ste. B,Lincoln, NE 68510-1937,US",40.8130368,-96.65101299999999
"1780 N Congress Ave,Ste. 700,Boynton Beach, FL 33426-8267,US",26.5429343,-80.0902483
